"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","totaldead"
"168","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.224552577,"HAW-03434 5",2.5,51
"169","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204910346,"HAW-03434 5",2.5,0
"170","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139035859,"HAW-03434 5",2.5,5
"171","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0",0,"0","0",1,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.134267942,"HAW-03434 5",2.5,1
"172","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",50,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063015712,"HAW-03434 5",2.5,50
"173","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076188319,"HAW-03434 5",2.5,50
"174","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PMEA","0",0,"0","0",0,"KN","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055366145,"HAW-03434 5",2.5,0
"175","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066006211,"HAW-03434 5",2.5,20
"176","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.105667261,"HAW-03434 5",2.5,0
"177","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193757168,"HAW-03434 5",2.5,5
"178","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.099432489,"HAW-03434 5",2.5,20
"179","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.080329883,"HAW-03434 5",2.5,0
"180","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"EM","FISH",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193952287,"HAW-03434 5",2.5,4
"181","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090201663,"HAW-03434 5",2.5,0
"182","MSL",2019,"SE1902","HAW-03434","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062529513,"HAW-03434 5",2.5,0
"183","MSL",2019,"SE1902","HAW-03434","A","10",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014749237,"HAW-03434 10",1,0
"184","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.079450236,"HAW-03434 10",2.5,0
"185","MSL",2019,"SE1902","HAW-03434","A","10",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0316547,"HAW-03434 10",1,0
"186","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",35,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.344128639,"HAW-03434 10",2.5,35
"187","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",3,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213390933,"HAW-03434 10",2.5,3
"188","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.111520087,"HAW-03434 10",2.5,0
"189","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078440423,"HAW-03434 10",2.5,0
"190","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",40,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.154934083,"HAW-03434 10",2.5,40
"191","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078587148,"HAW-03434 10",2.5,0
"192","MSL",2019,"SE1902","HAW-03434","A","10",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.024498981,"HAW-03434 10",1,0
"193","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.213339753,"HAW-03434 10",2.5,5
"194","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.125181189,"HAW-03434 10",2.5,10
"195","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.073543523,"HAW-03434 10",2.5,0
"196","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.089772658,"HAW-03434 10",2.5,50
"197","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082476967,"HAW-03434 10",2.5,0
"198","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.054932777,"HAW-03434 10",2.5,0
"199","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",1,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.100843243,"HAW-03434 10",2.5,1
"200","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0",0,"0","0",0,"BR","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088713754,"HAW-03434 10",2.5,0
"201","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0",0,"0","0",0,"BR","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.05241765,"HAW-03434 10",2.5,0
"202","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,1,"ALG",1,0,"NA",0,0,0.118786531,"HAW-03434 10",2.5,5
"203","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PLOB","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086259376,"HAW-03434 10",2.5,10
"204","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","PMEA","0",0,"0","0",0,"BR","NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.089586831,"HAW-03434 10",2.5,0
"205","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.133311102,"HAW-03434 10",2.5,5
"206","MSL",2019,"SE1902","HAW-03434","A","10",2.5,1,"0","MOSP","0",0,"0","0",90,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.053652587,"HAW-03434 10",2.5,90
"207","CSC",2019,"SE1902","HAW-03434","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0339,"HAW-03434 0",1,0
"208","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",5,"EM","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.068500657,"HAW-03436 0",2.5,5
"209","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EM","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.038148263,"HAW-03436 0",1,0
"210","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130939261,"HAW-03436 0",2.5,5
"211","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",10,"EM","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.156370649,"HAW-03436 0",2.5,10
"212","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",45,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071091842,"HAW-03436 0",2.5,45
"213","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",40,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"BLE",50,2,"NA",0,0,0.117872177,"HAW-03436 0",2.5,40
"214","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",60,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.168963191,"HAW-03436 0",2.5,60
"215","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01820165,"HAW-03436 0",1,0
"216","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.180501441,"HAW-03436 0",2.5,0
"217","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.140366983,"HAW-03436 0",2.5,0
"218","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",10,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.138515596,"HAW-03436 0",2.5,10
"219","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",25,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.274124953,"HAW-03436 0",2.5,25
"220","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","GAST",3,"NA",0,"NA",0,"ALG",1,0,"TIN",5,0,"NA",0,0,0.113278418,"HAW-03436 0",2.5,8
"221","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",30,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.292109568,"HAW-03436 0",2.5,30
"222","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",85,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.191279116,"HAW-03436 0",2.5,85
"223","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",65,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119397027,"HAW-03436 0",2.5,65
"224","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.211906229,"HAW-03436 0",2.5,5
"225","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098742594,"HAW-03436 0",2.5,10
"226","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122303312,"HAW-03436 0",2.5,10
"227","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.413303049,"HAW-03436 0",2.5,5
"228","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.229590178,"HAW-03436 0",2.5,5
"229","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086848028,"HAW-03436 0",2.5,0
"230","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",90,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.128581219,"HAW-03436 0",2.5,90
"231","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.020155644,"HAW-03436 0",1,0
"232","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.296007652,"HAW-03436 0",2.5,20
"233","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.160822137,"HAW-03436 0",2.5,10
"234","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.021290374,"HAW-03436 0",1,0
"235","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.042408136,"HAW-03436 0",1,0
"236","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.218259958,"HAW-03436 0",2.5,20
"237","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.119041379,"HAW-03436 0",2.5,10
"238","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MPAT","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.228531245,"HAW-03436 0",2.5,10
"239","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.018738464,"HAW-03436 0",1,0
"240","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.035051534,"HAW-03436 0",1,0
"241","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01165161,"HAW-03436 0",1,0
"242","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012054046,"HAW-03436 0",1,0
"243","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",80,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.10416607,"HAW-03436 0",2.5,80
"244","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.062647746,"HAW-03436 0",2.5,20
"245","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013309394,"HAW-03436 0",1,0
"246","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.011243221,"HAW-03436 0",1,0
"247","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014337712,"HAW-03436 0",1,0
"248","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","PLOB","0",0,"0","0",70,"MD","NA",0,"NA",0,"NA",0,"BLE",10,2,"NA",0,0,"NA",0,0,0.0503607,"HAW-03436 0",2.5,70
"249","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","PLOB","0",-1,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01311259,"HAW-03436 0",1,0
"250","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.021700691,"HAW-03436 0",1,0
"251","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.012706298,"HAW-03436 0",1,0
"252","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.013318033,"HAW-03436 0",1,0
"253","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.007382411,"HAW-03436 0",1,0
"254","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.01042353,"HAW-03436 0",1,0
"255","RS",2019,"SE1902","HAW-03436","A","0",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.019319679,"HAW-03436 0",1,0
"256","RS",2019,"SE1902","HAW-03436","A","0",2.5,1,"0","MCAP","0",0,"0","0",70,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.143294975,"HAW-03436 0",2.5,70
"257","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",15,"EF","NA",0,"NA",0,"NA",0,"BLE",40,2,"NA",0,0,"NA",0,0,0.11658855,"HAW-03436 5",2.5,15
"258","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MPAT","0",0,"0","0",85,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.426531417,"HAW-03436 5",2.5,85
"259","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.033005606,"HAW-03436 5",1,0
"260","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"SGA",2,0,"NA",0,0,"NA",0,0,0.089663594,"HAW-03436 5",2.5,0
"261","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.036421559,"HAW-03436 5",1,0
"262","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.018660118,"HAW-03436 5",1,0
"263","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MPAT","0",0,"0","0",20,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065907284,"HAW-03436 5",2.5,20
"264","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065123421,"HAW-03436 5",2.5,10
"265","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","PLOB","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.048144886,"HAW-03436 5",1,0
"266","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.030180789,"HAW-03436 5",1,0
"267","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",1,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06249496,"HAW-03436 5",2.5,1
"268","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","MCAP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.009588534,"HAW-03436 5",1,0
"269","RS",2019,"SE1902","HAW-03436","A","5",1,1,"0","POSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014214429,"HAW-03436 5",1,0
"270","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",60,"MD","NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.054458515,"HAW-03436 5",2.5,60
"271","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.065576596,"HAW-03436 5",2.5,5
"272","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","PRED",3,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.075049449,"HAW-03436 5",2.5,3
"273","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0",0,"0","0",45,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.114854734,"HAW-03436 5",2.5,45
"274","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0",0,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.091913275,"HAW-03436 5",2.5,0
"275","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","MCAP","0",0,"0","0",5,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.058772868,"HAW-03436 5",2.5,5
"276","RS",2019,"SE1902","HAW-03436","A","5",2.5,1,"0","PLOB","0",0,"0","0",5,"MD","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.140373681,"HAW-03436 5",2.5,5
"277","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.20629079,"HAW-03436 10",2.5,10
"278","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0",0,"0","0",30,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.105315622,"HAW-03436 10",2.5,30
"279","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","PLOB","0",0,"0","0",50,"EF","NA",0,"NA",0,"NA",0,"BLE",50,2,"NA",0,0,"NA",0,0,0.269328238,"HAW-03436 10",2.5,50
"280","RS",2019,"SE1902","HAW-03436","A","10",1,1,"0","POSP","0",-1,"0","0",0,"MD","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.039932568,"HAW-03436 10",1,0
"281","RS",2019,"SE1902","HAW-03436","A","10",2.5,1,"0","MCAP","0",0,"0","0",10,"EF","NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.051470865,"HAW-03436 10",2.5,10
"282","RS",2019,"SE1902","HAW-03436","A","10",1,1,"0","MPAT","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.028612235,"HAW-03436 10",1,0
"283","RS",2019,"SE1902","HAW-03436","A","10",1,1,"0","MOSP","0",-1,"0","0",0,"EF","NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014835431,"HAW-03436 10",1,0
