"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
624,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.353690274,2.5,"HAW-04263 5"
625,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066881462,2.5,"HAW-04263 5"
626,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",-1,35,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.235803732,2.5,"HAW-04263 5"
627,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.135298927,2.5,"HAW-04263 5"
628,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PCOM",0,"BR",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099746178,2.5,"HAW-04263 5"
629,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"TIN",1,0,"NA",0,0,"NA",0,0,0.16854498,2.5,"HAW-04263 5"
630,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"POSP",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.138242685,2.5,"HAW-04263 5"
631,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",-1,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179425361,2.5,"HAW-04263 5"
632,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",-1,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.182776202,2.5,"HAW-04263 5"
633,"AH",2019,"SE1902_MHI_LEG2","HAW-04263","5",2.5,1,0,"PLOB",0,"EM",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082445922,2.5,"HAW-04263 5"
634,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09312368,2.5,"HAW-04263 5"
638,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PCOM",0,"KN",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.102054739,2.5,"HAW-04263 5"
639,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PCOM",0,"BR",0,45,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.674024933,2.5,"HAW-04263 5"
640,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PCOM",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.116114297,2.5,"HAW-04263 5"
641,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090359559,2.5,"HAW-04263 5"
642,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.134777484,2.5,"HAW-04263 5"
643,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064919181,2.5,"HAW-04263 5"
644,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059680231,2.5,"HAW-04263 5"
645,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053249694,2.5,"HAW-04263 5"
646,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051924946,2.5,"HAW-04263 5"
647,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLUT",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068406578,2.5,"HAW-04263 5"
648,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLUT",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.108947326,2.5,"HAW-04263 5"
649,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.28319721,2.5,"HAW-04263 5"
650,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,50,"TLS",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127062977,2.5,"HAW-04263 5"
651,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0500018,2.5,"HAW-04263 5"
652,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051606201,2.5,"HAW-04263 5"
653,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.426902753,2.5,"HAW-04263 5"
654,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLUT",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.282910939,2.5,"HAW-04263 5"
655,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113780359,2.5,"HAW-04263 5"
656,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.16469077,2.5,"HAW-04263 5"
658,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09194705,2.5,"HAW-04263 5"
659,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.096025519,2.5,"HAW-04263 5"
660,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056319534,2.5,"HAW-04263 5"
661,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.091181973,2.5,"HAW-04263 5"
662,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050172203,2.5,"HAW-04263 5"
663,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PCOM",0,"BR",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.101460387,2.5,"HAW-04263 5"
664,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLUT",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.163531159,2.5,"HAW-04263 5"
665,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLUT",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.186806852,2.5,"HAW-04263 5"
666,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.130241966,2.5,"HAW-04263 5"
667,"RS",2019,"SE1902","HAW-04263","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.196685841,2.5,"HAW-04263 5"
668,"MA",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051705416,2.5,"HAW-04264 0"
669,"MA",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.066440048,2.5,"HAW-04264 0"
670,"MA",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"DIS",2,0,"NA",0,0,"NA",0,0,0.229435829,2.5,"HAW-04264 0"
671,"MA",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099741365,2.5,"HAW-04264 0"
672,"MA",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.141651439,2.5,"HAW-04264 0"
673,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113147028,2.5,"HAW-04264 10"
674,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082479209,2.5,"HAW-04264 10"
675,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.252014622,2.5,"HAW-04264 10"
676,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.348742384,2.5,"HAW-04264 10"
677,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.181929931,2.5,"HAW-04264 10"
678,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.223731738,2.5,"HAW-04264 10"
679,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.136728416,2.5,"HAW-04264 10"
680,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084468751,2.5,"HAW-04264 10"
681,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,50,"TLS",5,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.43819288,2.5,"HAW-04264 10"
682,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.179187946,2.5,"HAW-04264 10"
683,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05731492,2.5,"HAW-04264 10"
684,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.262694975,2.5,"HAW-04264 10"
685,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086170122,2.5,"HAW-04264 10"
686,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066999851,2.5,"HAW-04264 10"
687,"MA",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083549327,2.5,"HAW-04264 10"
688,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,60,"TLS",2,"NA",0,"NA",0,"DIS",7,0,"NA",0,0,"NA",0,0,0.339324329,2.5,"HAW-04264 15"
689,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.648766715,2.5,"HAW-04264 15"
690,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,40,"GAST",7,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.532521042,2.5,"HAW-04264 15"
691,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"PRS",4,0,"NA",0,0,"NA",0,0,0.536635818,2.5,"HAW-04264 15"
692,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.104872541,2.5,"HAW-04264 15"
693,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064132364,2.5,"HAW-04264 15"
694,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,12,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.422592298,2.5,"HAW-04264 15"
695,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.237782968,2.5,"HAW-04264 15"
696,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.233000451,2.5,"HAW-04264 15"
697,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.19685675,2.5,"HAW-04264 15"
698,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,70,"TLS",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.405323823,2.5,"HAW-04264 15"
699,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061460636,2.5,"HAW-04264 15"
701,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.189321658,2.5,"HAW-04264 15"
710,"MA",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.409027689,2.5,"HAW-04264 15"
711,"RS",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072601102,2.5,"HAW-04264 0"
712,"RS",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.107340997,2.5,"HAW-04264 0"
713,"RS",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.093800852,2.5,"HAW-04264 0"
714,"RS",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.06601674,2.5,"HAW-04264 0"
715,"RS",2019,"SE1902","HAW-04264","0",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.061436878,2.5,"HAW-04264 0"
716,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,25,"UNKN",5,"NA",0,"NA",0,"PRS",1,0,"NA",0,0,"NA",0,0,0.086490694,2.5,"HAW-04264 10"
717,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.166248759,2.5,"HAW-04264 10"
718,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152386482,2.5,"HAW-04264 10"
719,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089100226,2.5,"HAW-04264 10"
720,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.183125094,2.5,"HAW-04264 10"
721,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075304714,2.5,"HAW-04264 10"
722,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056657921,2.5,"HAW-04264 10"
726,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072508344,2.5,"HAW-04264 10"
728,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.199437735,2.5,"HAW-04264 10"
729,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,65,"UNKN",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.126891173,2.5,"HAW-04264 10"
741,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,25,"UNKN",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.144230717,2.5,"HAW-04264 10"
742,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"EM",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050575191,2.5,"HAW-04264 10"
743,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.153640001,2.5,"HAW-04264 10"
744,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.066729978,2.5,"HAW-04264 10"
745,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.261995592,2.5,"HAW-04264 10"
746,"RS",2019,"SE1902","HAW-04264","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089238668,2.5,"HAW-04264 10"
751,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,55,"UNKN",1,"NA",0,"NA",0,"DIS",1,0,"NA",0,0,"NA",0,0,0.43486951,2.5,"HAW-04264 15"
752,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,65,"TLS",5,"NA",0,"NA",0,"ALG",1,0,"DIS",15,0,"NA",0,0,0.337072366,2.5,"HAW-04264 15"
753,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,80,"PRED",10,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.190564976,2.5,"HAW-04264 15"
754,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078761031,2.5,"HAW-04264 15"
755,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105141856,2.5,"HAW-04264 15"
756,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,40,"TLS",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.628163712,2.5,"HAW-04264 15"
757,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07731966,2.5,"HAW-04264 15"
758,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"PRS",2,0,"SGA",1,0,"NA",0,0,0.519115344,2.5,"HAW-04264 15"
759,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.333449846,2.5,"HAW-04264 15"
760,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061045065,2.5,"HAW-04264 15"
761,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064083461,2.5,"HAW-04264 15"
762,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.15346094,2.5,"HAW-04264 15"
763,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.433278444,2.5,"HAW-04264 15"
764,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.256559486,2.5,"HAW-04264 15"
765,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"MD",0,80,"UNKN",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.402376006,2.5,"HAW-04264 15"
766,"RS",2019,"SE1902","HAW-04264","15",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062190192,2.5,"HAW-04264 15"
769,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099656059,2.5,"HAW-04268 0"
770,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.758959315,2.5,"HAW-04268 0"
772,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,40,"FISH",1,"NA",0,"NA",0,"PRS",2,0,"ALG",5,0,"NA",0,0,0.968814421,2.5,"HAW-04268 0"
773,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"FISH",1,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.275757955,2.5,"HAW-04268 0"
774,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.106763288,2.5,"HAW-04268 0"
775,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.194862849,2.5,"HAW-04268 0"
776,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127600627,2.5,"HAW-04268 0"
777,"MA",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.181993682,2.5,"HAW-04268 0"
778,"MW",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.758117207,2.5,"HAW-04268 0"
779,"MW",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.111891375,2.5,"HAW-04268 0"
780,"MW",2019,"SE1902","HAW-04268","0",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.208015096,2.5,"HAW-04268 0"
